Sample ID	Gene Name	Entrez ID	Start Position	End Position
P10871045A1221	C/EBP	1050	50	55
P10871045A1221	C/EBPbeta	1051	21	30
P10871379A0261	Luman	10488	45	50
P10871379A0261	VP16	3054	7	11
P10872473A2286	ATR	545	3	6
P10872473A2286	XH2	546	48	51
P10872831A0000	erythropoietin receptor	13857	59	82
P10872831A0000	EPOR	13857	84	88
P10872851A0714	LCx	80312	8	11
P10873158A0000	nuclear factor (NF)-kappaB	4790	13	39
P10873387A0816	Cacna1f	778	52	59
P10873387A0816	synaptophysin	20977	109	122
P10873388A0623	Rhotekin	6242	14	22
P10874044A0647	pE1	63036	139	142
P10874044A0647	p38alpha	1432	57	65
P10874044A0647	ERK1	5595	78	82
P10874044A0647	ERK2	5594	84	88
P10874044A0647	JNK1	5599	90	94
P10874044A0647	JNK2	5601	99	103
P10878398A0542	leptin	3952	48	54
P10878398A0542	Epo	2056	25	28
P10878398A0542	Epo	2056	37	40
P10878398A0542	Epo	2056	120	123
P10878398A0542	Epo	2056	132	135
P10878675A1278	alpha2	170589	15	21
P10880486A0790	RhoA	387	116	120
P10882850A0000	Endonuclease III	13903454	-1	15
P10882850A0000	Nth	13903454	17	20
P10885750A0236	CREB-2	1386	59	65
P10889399A0243	MEK	5609	74	77
P10890911A0470	TGFbeta	108700276	88	95
P10890911A0470	Xtwn	373692	184	188
P10890911A0470	Smad3	378633	20	25
P10890911A0470	LEF1	779101	74	78
P10891266A0421	ACE-2	59272	-1	4
P10891286A0000	myosin	79784	109	115
P10891286A0000	myosin light chain kinase	4638	20	45
P10891286A0000	titin	7273	14	19
P10891399A1185	c-fos	2353	173	178
P10891399A1185	WAF1	1026	87	91
P10891399A1185	AP-1	2353	130	134
P10891399A1185	p21	1026	78	81
P10891399A1185	Cip1	1026	82	86
P10891441A0871	Grb2	2885	64	68
P10891441A0871	Shc	6464	22	25
P10891441A0871	Sos1	6654	70	74
P10891441A0871	SHIP	3635	76	80
P10891489A0152	HMG-I/Y	3159	36	43
P10892823A1040	HBP	50865	117	120
P10893243T0000	t-complex polypeptide 1	21454	78	101
P10894149T0000	orphan receptors SF1 (steroidogenic factor 1	2516	140	184
P10894816A0836	IL-6	3569	139	143
P10897973T0001	Antithrombin III	462	-1	15
P10897973T0001	antithrombin	462	90	102
P10898795A0527	BCoR	54880	96	100
P10898795A0527	BCoR	54880	74	78
P10899142A0000	Leu-rich repeats-containing G protein-coupled receptor	42133	108	162
P10899142A0000	LGR	42133	164	167
P10899142A0000	DLGR-1	42133	186	192
P10899142A0000	LGR	42133	239	242
P10899142A0000	DLGR-2	34819	244	250
P10900129A0138	CYP3A	1576	66	71
P10903733A0540	TRAF2	7186	130	135
P10903733A0540	BCMA	608	76	80
P10903733A0540	TNFR-associated factor (TRAF) 1	7185	97	128
P10903843A0447	Kcnq1	3784	140	145
P10903843A0447	Tapa1	975	130	135
P10903877A0879	ERK	5594	163	166
P10905349A0329	Mus81p	80198	-1	5
P10905349A0609	Rad54p	8438	36	42
P10905349A0609	Mus81p	80198	47	53
P10907348A0508	PTH	5741	75	78
P10909973A1508	CREB	1385	85	89
P10909973A1508	GLP-1	2740	26	31
P10910908A0767	Akt	207	36	39
P10910908A0767	PI3K	5291	31	35
P10910908A0767	EPO	2056	106	109
P10913172A0442	Rad24	5884	59	64
P10913276A0510	PLC-gamma1	5335	89	99
P10913276A0510	SOS1	6654	44	48
P10913276A0684	PLC-gamma1	5335	78	88
P10913276A0684	SOS1	6654	127	131
P10913304A0894	Ets2	2114	39	43
P10913304A0894	Fli1	2313	45	49
P10913304A0894	PE1	2117	78	81
P10913304A0894	GABPalpha	2551	51	60
P10913304A0894	Elk1	2002	68	72
P10913304A0894	SAP1	2005	62	66
P10913304A1180	ERF	13875	221	224
P10913304A1180	PE1	27049	152	155
P10915728A0216	IFN-beta	3456	124	132
P10915780A1063	Wnt-1	22408	-1	4
P10915780A1063	cyclin D1	12443	56	65
P10915780A1063	cyclin D1	12443	180	189
P10915780A1063	ILK	16202	163	166
P10915780A1063	Wnt-1	22408	102	107
P10918440T0000	granulocyte colony-stimulating factor	1440	42	79
P10918572A0794	ErbB3	2065	66	71
P10918572A0794	ErbB4	2066	76	81
P10918572A0794	ErbB2	2064	39	44
P10918572A0794	ErbB1	1956	59	64
P10918572A1547	ErbB	1956	214	218
P10918572A1547	TGF-alpha	7039	169	178
P10918572A1547	ErbB2	2064	75	80
P10918572A1547	TGF-alpha	7039	36	45
P10918596A0000	p53	7157	32	35
P10918599A0071	E2F-3	398159	26	31
P10918612A0000	Jun	3725	24	27
P10918612A0000	c-Jun	3725	29	34
P10920186A0528	MLL	4297	125	128
P10920906A0759	STS	412	72	75
P10926776A0731	PDP1	54704	11	15
P10928337A0590	erythropoietin	2056	51	65
P10928477A0764	vWF	7450	71	74
P10931524A0313	Gtx	84504	37	40
P10931524A0313	Gtx	84504	74	77
P10931950A0869	Cdk2	1017	-1	3
P10931950A0869	p27	10671	92	95
P10931960A0630	VP16	3054	188	192
P10932196A0359	RP2	6102	16	19
P10933728A1398	CBF2	10153	51	55
P10933728A1398	CBF1	3516	228	232
P10933728A1398	CBF2	10153	153	157
P10933728A1398	AUF1	3184	124	128
P10933728A1398	hnRNP	3183	110	115
P10934073A1433	CHIME	9487	29	34
P10935488A1033	A-FABP	2167	118	124
P10935488A1033	adipocyte-type fatty acid binding protein	2167	75	116
P10935488A1033	PPARgamma	5468	39	48
P10936051T0000	RS447	391627	3	8
P10938105A0000	K-SAM	2263	15	20
P10938105A0000	fibroblast growth factor receptor 2	2263	45	80
P10938109A1361	insulin	3630	78	85
P10938109A1361	PKCbeta	5579	21	28
P10938109A1361	EGF	1950	94	97
P10938113A0388	Vav3	10451	74	78
P10938113A0388	Vav	7409	183	186
P10938113A0388	Vav2	7410	65	69
P10938120A1093	fbp1	2203	29	33
P10938135A0259	epidermal growth factor receptor	1956	206	238
P10938135A0259	SMRT	9612	14	18
P10939785A0540	ACE	163	53	56
P10940553A0912	hPer1	5187	109	114
P10942599A1298	Hoxa-1	3198	42	48
P10942599A1298	aid	57379	67	70
P10942599A1298	Hoxa-1	3198	107	113
P10943891A1062	U57	26792	17	20
P10944466A0451	WNT-2B	7482	39	45
P10946303A0000	cyclooxygenase-2	5743	56	72
P10946303A0000	COX-2	5743	74	79
P10946303A0000	TNF-alpha	7124	-1	8
P10951579A1238	p53	7157	84	87
P10951848A0230	granulocyte-colony stimulating factor	1440	38	75
P10951848A0230	CD34	947	102	106
P10954525A1161	TRE-2	9098	95	100
P10954525A1161	Tax	6900	24	27
P10958456A0529	F10	2159	114	117
P10959838A0153	Fhit	2272	17	21
P10961046A0342	fibrinogen	2244	39	49
P10961046A0342	vWF	7450	77	80
P10961046A0342	von Willebrand factor	7450	54	75
P10962593A0580	AFP	174	17	20
P10963735A0193	CRF	1392	106	109
P10964995A2152	HER-2	2064	164	169
P10965135A1207	Cktsf1b1	26585	43	51
P10965905A1618	GH	8836	7	9
P10965905A1618	IRS-1	3667	179	184
P10965905A1618	PI3K	5291	327	331
P10965905A1618	Akt	207	18	21
P10965905A1618	GH	8836	348	350
P10965905A1618	GH	8836	212	214
P10965905T0000	growth hormone	2688	52	66
P10972980A0295	mTOR	2475	22	26
P10972990A0196	p53	7157	28	31
P10972990A0526	p53	7157	13	16
P10972990A0526	HPRT	3251	211	215
P10972990A0526	hypoxanthine phosphoribosyl transferase	3251	170	209
P10972990A1518	p53	7157	38	41
P10974541A0389	MZF1B	7593	65	70
P10975465A0134	NFBD1	9656	20	25
P10980416T0000	BSP	24477	165	168
P10980416T0000	Pit-1	25517	141	146
P10980416T0000	bone sialoprotein	24477	33	50
P10980416T0000	BSP	24477	52	55
P10980416T0000	pituitary-specific transcription factor-1	25517	98	139
P10983857A0923	NCX	29715	22	25
P10983979T0000	snRNP	57819	56	61
P10987280A0604	matrilysin-2	56547	26	38
P10987280A0604	matrilysin	4316	152	162
P10987301A0332	vascular endothelial growth factor	7422	260	294
P10987301A0332	VEGF	7422	296	300
P10987301A0332	GPCR	10663	98	102
P10987301A0332	G protein-coupled receptor	10663	70	96
P10992299A0745	PI12	5274	84	88
P10997330A0361	STORP	9399	44	49
P10997330A0361	PML	5371	117	120
P11000203A0752	K-Rev	64006	125	130
P11000203A0752	K-Rev	64006	18	23
P11000203A0752	K-Rev	64006	81	86
P11000250A0200	CD40	958	154	158
P11000250A0200	TRADD	8717	62	67
P11000250A0200	AP-1	3726	111	115
P11000266T0000	alpha-fetoprotein	174	84	101
P11000521A0588	Ret-9	19713	149	154
P11000521A0588	AKT	11651	324	327
P11000521A0588	insulin receptor substrate-2	384783	186	214
P11000521A0588	IRS-2	384783	216	221
P11000521A0588	PKB	11651	320	323
P11000521A0588	Ret-9	19713	95	100
P11003641A0811	RAP74	2962	45	50
P11003641A0811	TFIIF	2962	70	75
P11003641A0811	fcp1	2221	129	133
P11003641A0811	Fcp1p	2221	12	17
P11003641A0811	Fcp1p	2221	179	184
P11003652A0961	Cdc42p	998	26	32
P11003669A0000	gene 33	313729	18	25
P11004369A0000	vascular endothelial growth factor	7422	134	168
P11005808A1082	Raf	22882	34	37
P11005808A1082	ERK	5594	50	53
P11005808A1082	MAPK	5594	54	58
P11006284T0000	insulin receptor substrate-1	3667	78	106
P11006284T0000	phosphatidylinositol 3-kinase	5295	111	140
P11007777A0813	junctin	444	77	84
P11007777A0813	junctate	444	86	94
P11007949A1395	PTEN	5728	48	52
P11007949A1607	PTEN	5728	75	79
P11007949A1607	ILK	3611	41	44
P11007954A0170	growth factor receptor-bound protein 2	2885	3	41
P11007954A0170	Grb2	2885	43	47
P11007961A0930	PP2A	5524	107	111
P11007961A0930	PR65/A	5518;6277	27	33
P11011139A0000	Sin4	855485	168	172
P11011139A0000	SIN4	855485	35	39
P11012568A0192	ACTH	5443	35	39
P11012671A0576	C/EBPdelta	1052	98	108
P11012671A0576	C/EBPbeta	1051	84	93
P11012671A0576	Gadd45gamma	10912	57	68
P11012680A0676	Src	6714	-1	2
P11012680A0676	Src	6714	100	103
P11012680A0676	PP2	4888	71	74
P11012680A0676	Src	6714	63	66
P11012680A0676	FGF1	2246	25	29
P11012680A1020	ERK2	5594	235	239
P11012680A1020	FGFR1	2260	108	113
P11012680A1020	PDGFR	5159	166	171
P11012680A1020	FGFR1	2260	172	177
P11014215A1092	GnRHR	2798	171	176
P11014215A1092	GnRHR	2798	250	255
P11014821T0000	Doa	43415	40	43
P11015197A0310	TMS	29108	81	84
P11016014A0181	apolipoprotein B	338	84	100
P11016954A0438	AGO1	26523	-1	3
P11017876A0787	mDAP-3	65111	44	50
P11017876A0787	mDAP-3	65111	137	143
P11018028A0263	CDC25Mm	19417	101	108
P11018264A0397	WASP	7454	52	56
P11023832A1038	TNFalpha	7124	53	61
P11024036A0984	C/EBP alpha	1050	40	51
P11024047A0626	Smad2	4087	33	38
P11024300A1579	TIG-1	5918	231	236
P11027267A0752	krr1	11103	66	70
P11027267A0752	Kri1p	65095	82	87
P11027274A1682	PI 3-kinase	5295	33	44
P11027280A0536	Smad2	4087	48	53
P11027280A0536	Smad4	4089	58	63
P11027280A0536	Smad3	4088	89	94
P11027289A0321	ARM1	9622	54	58
P11027289A0321	ARM2	51155	63	67
P11027294A0483	p300	2033	67	71
P11029459A0000	Transforming growth factor-beta1	7040	-1	31
P11029459A0000	TGF-beta1	7040	33	42
P11029467T0000	Vasoactive intestinal peptide	7432	-1	28
P11029700A0295	cycH	902	8	12
P11029700A0295	cycH	902	22	26
P11031252A0646	FGF-2	2247	7	12
P11031252A0646	HMW	57587	78	81
P11031252A0646	PKC	5580;5581	123	126
P11031252A0646	PKC delta	5580	179	188
P11031252A0646	PKC epsilon	5581	30	41
P11034392A1072	CD40	958	146	150
P11034392A1072	PI-3K	5291	124	129
P11034392A1072	Rel	5966	116	119
P11034392A1072	NF-kappaB	4790	106	115
P11034547A0674	NBPhox	8929	18	24
P11034547A0674	DB1	7716	95	98
P11034547A0674	Arix	401	9	13
P11034547A1355	DBH	1621	135	138
P11034547A1355	NBPhox	8929	41	47
P11034547A1355	Arix	401	32	36
P11035037A0183	TAF145	853191	37	43
P11036939A2149	Dsh	32078	-1	2
P11037823A1134	CHL	91851	174	177
P11038118A0000	serum albumin	213	128	141
P11038366A1322	Rts1p	854179	102	107
P11038366A1417	PP2A	5524	57	61
P11038366A1417	PP2A	5524	116	120
P11040101A1180	JNK	5599	167	170
P11040101A1180	Sp1	6667	250	253
P11040101A1180	IL-1 beta	3553	137	146
P11040101A1180	VEGF	7422	232	236
P11040101A1180	VEGF	7422	55	59
P11040101A1180	IL-1 beta	3553	37	46
P11042199A0572	CREB	1385	250	254
P11042204A0186	phosphatidylinositol 3-kinase	5295	28	57
P11042204A0186	Akt	207	100	103
P11042204A0186	p38	1432	68	71
P11043469A0440	TR	2149	143	145
P11046146A1202	NFI	4782	200	203
P11046146A1202	NFI	4782	75	78
P11046148A0716	Lyn	4067	14	17
P11046148A0716	Nedd4	4734	94	99
P11046148A0716	Syk	6850	22	25
P11046153A1052	Tax	6900	8	11
P11046153A1052	p300	2033	86	90
P11049241A0659	PP14	5047	37	41
P11050084A0000	peroxisome proliferator-activated receptor alpha	5465	22	70
P11050084A0000	PPARalpha	5465	72	81
P11050084A0888	PPARalpha	5465	30	39
P11050084A0888	PPARgamma	5468	44	53
P11053370A0708	glutathione S-transferase	373156	90	115
P11053370A0708	GST	373156	117	120
P11054341A0599	SWAP	6433	74	78
P11054341A0599	SWAP	6433	150	154
P11054341A0599	SWAP	6433	104	108
P11054565A0654	p190-A	2909	39	45
P11054565A0654	p190-B	394	8	14
P11054565A0654	p190	8506	246	250
P11054571A0230	teneurin-1	10178	16	26
P11054571A0230	TEN1	10178	28	32
P11054970A0282	NF1	4763	85	88
P11056019A0926	MED1	5469	-1	3
P11058119A0957	XAB1	11321	26	30
P11058119A0957	XPA	7507	97	100
P11058120A0256	IRF-1	3659	83	88
P11058120A0256	IRF-2	3660	21	26
P11058406A0447	SLN	6588	17	20
P11059777A0813	BCL-X(L)	598	196	204
P11059777A0813	Terminal deoxynucleotidyl transferase	1791	-1	36
P11059777A0813	PAX3	5077	112	116
P11059786A0682	VEGF	7422	-1	3
P11059786A0682	EGFR	1956	114	118
P11059786T0000	Epidermal growth factor receptor	1956	-1	31
P11059786T0000	phosphatidylinositol 3'-kinase	5295	161	191
P11059786T0000	vascular endothelial growth factor	7422	63	97
P11062067A0000	JNK	5599	79	82
P11062067A0000	c-Jun N-terminal kinase	5599	54	77
P11062067A0000	SAPK1	5599	34	39
P11062067A0000	Stress-activated protein kinase 1	5599	-1	32
P11062068T0000	p38	1432	127	130
P11062068T0000	p38 MAP kinase	1432	90	104
P11062068T0000	mitogen-activated protein (MAP) kinase phosphatase-1	1843	23	75
P11062274T0000	tissue plasminogen activator	5327	51	79
P11062705A0658	ATF-2	1386	50	55
P11063127A0000	PP2A	5524	117	121
P11063127A0000	protein phosphatase (PP) 1	5540	83	109
P11063742A0000	NF-kappaB	4790	-1	8
P11069307A0546	p20	51673	173	176
P11069756A2618	paxillin	5829	431	439
P11069756A2618	POR1	23647	455	459
P11069756A2618	PKL	9815	426	429
P11069756A2618	JNK	5599	322	325
P11069756A2618	p38	1432	317	320
P11069756A2618	ERK	5594	312	315
P11069756A2618	MAPK	5594	272	276
P11069756A2618	CAS	9564	14	17
P11069756A2618	paxillin	5829	360	368
P11069756A2618	FAK	5747	134	137
P11069756A2618	CSK	1445	75	78
P11069791A0226	IPT	54802	207	210
P11069791A0226	IPT	54802	132	135
P11069791A0226	IPT	54802	48	51
P11069897A1112	BACH1	571	44	49
P11069897A1112	BACH1	571	28	33
P11069999A1602	U16	595097	7	10
P11069999A1602	U16	595097	19	22
P11070078A1153	p53	7157	48	51
P11071651A1308	RARalpha	5914	19	27
P11071651A1308	FR-beta	2350	126	133
P11071789T0000	ACE	163	36	39
P11071852A0297	SOCS-3	9021	22	28
P11071852A0297	SOCS-3	9021	70	76
P11071852A0297	IGFIR	3480	47	52
P11071924A0588	c-Cbl	867	173	178
P11071924A0588	SLI-1	171013	129	134
P11072155A0764	SF2	6426	111	114
P11072155A0764	TGF beta 1	7040	48	58
P11073539A0866	desmin	1674	33	39
P11073539A0866	desmin	1674	109	115
P11073539A0866	vim	7431	49	52
P11073919A0631	ODC	18263	199	202
P11073954A0337	Psc2	5683	3	7
P11074003A0741	Shh	6469	25	28
P11074210A0623	insulin	3630	102	109
P11074210A0623	insulin	3630	56	63
P11076860A0872	Kua	387521	91	94
P11076860A0872	Kua-UEV	387522	99	106
P11076860A0872	Kua-UEV	387522	217	224
P11076860A0872	Kua	387521	163	166
P11076860A0872	UEV1A	7335	50	55
P11078726X0000	p53	7157	39	42
P11078726X0000	p53	7157	321	324
P11078726X0000	p53	7157	93	96
P11078726X0000	p53	7157	64	67
P11080796A0883	IKK	8517	60	63
P11080796A0883	IKKgamma	8517	84	92
P11080796A1277	Tax	6900	3	6
P11080796A1277	IKKbeta	3551	94	101
P11080796A1277	IKK	1147;3551;8517	57	60
P11080796A1277	IKKgamma	8517	7	15
P11080796A1277	Tax	6900	46	49
P11080796A1277	Tax	6900	170	173
P11080796A1277	IKK	1147;3551;8517	201	204
P11080796A1277	IKKalpha	1147	81	89
P11082185A0415	IRF-1	3659	96	101
P11083868A0386	glutathione S-transferase	373156	15	40
P11083868A0386	Elk-1	2002	92	97
P11084022A1178	ALK7	130399	13	17
P11084334A0590	auxilin	9829	144	151
P11087141A0977	alpha1,3GT	597	20	30
P11090272A1240	ORL1	4987	51	55
P11090272A1240	GAIP	10287	60	64
P11092886A0341	phosphoenolpyruvate carboxykinase	5106	107	140
P11092886A0341	PEPCK	5106	142	147
P11093745A0563	HNF3	2305	16	20
P11094066A0505	FKHR	2308	94	98
P11094066A0505	IL-3	3562	107	111
P11094066A0505	PI3K	5291	144	148
P11094066A0505	FKHR	2308	122	126
P11094066A1194	p27(KIP1)	1027	62	71
P11094066A1194	PI3K	5291	94	98
P11094066A1194	FKHR	2308	107	111
P11094072A0842	c-Myb	4602	46	51
P11094072A1234	c-Myb	4602	91	96
P11094072A1234	RAG-2	5897	36	41
P11094072A1234	c-Myb	4602	16	21
P11094073A0000	Vav3	10451	58	62
P11094073A0000	Vav	10451	37	40
P11094087T0000	MEK	5609	101	104
P11094087T0000	Rnd3	390	21	25
P11094091A0000	CREB	1385	40	44
P11095248A0423	gp27	977	180	184
P11098217A0674	Aie1	20871	3	7
P11099377T0000	XT-II	64132	128	133
P11101847A0159	E2F1	1869	23	27
P11101847A0159	p53	7157	110	113
P11102458A0000	neurobeachin	26960	62	74
P11103792A0755	c-Myc	4609	172	177
P11103792A0755	bax	12028	223	226
P11103792A0755	c-Myc	4609	17	22
P11103792A0755	bax	12028	249	252
P11105129T0000	Extended-Spectrum beta-lactamase	13982007	63	95
P11105716A0782	AIF	9131	36	39
P11106428A0635	FAP-1	5783	83	88
P11106428A0635	GST	373156	191	194
P11106428A0635	glutathione-S-transferase	373156	164	189
P11106667A1061	Cox2p	4513	83	88
P11106668A0875	c-IAP1	329	138	144
P11108151A0560	EGF-R	1956	153	158
P11108151A0560	PKC	112476	51	54
P11108151A0560	PKC	112476	69	72
P11108151A0560	EGF-R	1956	115	120
P11108151A0560	fibronectin	2335	14	25
P11108151A0560	fibronectin	2335	211	222
P11108720A0124	S6K1	6198	99	103
P11108720A0124	S6K2	6199	253	257
P11108720A0124	S6K2	6199	-1	3
P11108720A0124	S6K1	6198	28	32
P11108720A1130	mitogen-activated protein-extracellular signal-regulated kinase kinase	5609	30	100
P11108720A1130	S6K1	6198	174	178
P11108720A1130	MEK	5609	102	105
P11108720A1130	S6K2	6199	133	137
P11108839A0401	S6k1	6198	31	35
P11110040A0000	5-HT2 receptor	3356	35	49
P11111051A0051	Tip60	10524	30	35
P11112417A1126	MLSN1	4308	27	32
P11112417A1126	MLSN1	4308	158	163
P11112700A1936	Plectin	5339	-1	6
P11112700A1936	desmoplakin	1832	11	22
P11112700A1936	plectin	5339	131	138
P11112700A1936	desmoplakin	1832	148	159
P11112700T0000	MACF	23499	92	96
P11112700T0000	microtubule actin crosslinking factor	23499	53	90
P11113179A0541	CBP	1387	51	54
P11113179A0541	p300	2033	163	167
P11113179A0541	CBP	1387	155	158
P11113179A0541	SRC1	6714	105	109
P11113179A0541	estrogen receptor	2099	62	79
P11113179A0541	SRC1	6714	27	31
P11113179A1020	SRC1	6714	120	124
P11113199A0800	MEK	5609	66	69
P11113199A0800	ERK2	5594	131	135
P11113199A0800	MEK	5609	5	8
P11113199A0800	ERKs	5594	46	50
P11113201A1114	Pmt2	851210	-1	3
P11113692A0169	PDR	5171	101	104
P11114294A0075	CFTR	1080	194	198
P11114294A0075	CFTR	1080	206	210
P11114294A0075	tumor necrosis factor alpha	7124	63	90
P11114294A0075	interferon gamma	3458	95	111
P11114294A0075	cystic fibrosis transmembrane conductance regulator	1080	141	192
P11114521A0282	RhoA	387	13	17
P11114718A0349	cyclin D1	12443	110	119
P11114718A0349	Src	20779	57	60
P11114718A0349	WAF1/CIP1)	12575	98	108
P11114718A0349	p21	12575	93	96
P11116131A0863	P2Y(11)	5032	20	27
P11116148A0741	insulin	3630	34	41
P11116148A0741	C/EBPbeta	1051	78	87
P11116148A0741	C/EBPbeta	1051	156	165
P11116148A0741	C/EBPalpha	1050	97	107
P11117523A0650	COUP-TFI	7025	17	25
P11118062A1691	K-ras	3845	73	78
P11118438A0411	Pin1	103419188	244	248
P11118438A0411	Pin1	103419188	44	48
P11118438A0411	MdPin1	103419188	34	40
P11118440T0000	ING1	3621	97	101
P11118440T0000	HDAC1	3065	117	122
P11118619A0835	TAg	404663	43	46
P11118712A1296	PTB	5725	216	219
P11121118A0075	GAF	2254	48	51
P11121397A0587	alpha1,4-N-acetylglucosaminyltransferase	51146	65	105
P11121434A0915	HR12	544387	169	173
P11121434A0915	Erk	24338	21	24
P11121490A0000	GADD153	1649	29	36
P11121490A0000	CHOP	1649	24	28
P11122381A0908	GM-CSF	1437	104	110
P11122381A0908	STAT5	6776	160	165
P11123316T0000	phosphatidylinositol 3-kinase	5295	47	76
P11127200A1024	PTH	24694	288	291
P11127200A1024	parathyroid hormone	24694	267	286
P11127200A1024	TGF-beta1	59086	229	238
P11127200A1024	BMP-2	29373	159	164
P11127200A1024	TGF-beta1	59086	144	153
P11127200A1024	AP-1	24516	108	112
P11127200A1024	AP-1	24516	37	41
P11127250A1111	VL	23209	147	149
P11128925A0000	interleukin-6	3569	62	75
P11128925A0000	IL-6	3569	77	81
P11131634A0955	NF kappa B	4790	-1	9
P11133741A0617	NF-kappaB	4790	54	63
P11133741A0617	NF-kappaB	4790	82	91
P11133741A0617	MCP-1	6347	15	20
P11133830A0174	proto-oncogene c-Cbl	867	188	208
P11133830A0174	CD2	914	19	22
P11133830A0174	CD2	914	50	53
P11133986A0350	c-Jun	16476	170	175
P11133986A0350	PU.1	20375	89	93
P11133986A0350	PU.1	20375	98	102
P11133986A0350	c-Fos	14281	159	164
P11134033A0000	int-6	16341	10	15
P11134033A0000	eIF3	13669	163	167
P11134033A0639	int6	3646	2	6
P11134351A1405	MIP-2A	10597	13	19
P11134351A1405	MBP-1	5553	63	68
P11134508A0317	AtHD1	829969	70	75
P11137296A0923	PFK-C	56421	262	267
P11137296A0923	PFK-B	18641	252	257
P11137296A0923	PFK-A	18642	245	250
P11137296A1216	PFK-B	5211	69	74
P11137296A1216	PFK-C	5214	79	84
P11137296A1216	PFK-A	5213	-1	4
P11138694A0000	vesicular acetylcholine transporter	6572	71	106
P11139148A0421	SAF-A	51810	56	61
P11139336A0257	INCENP	3619	36	42
P11139469A0402	Ang1	284	70	74
P11139469A0402	Tie2	7010	78	82
P11139469A0402	Ang2	285	28	32
P11139473A0696	Hex	3087	156	159
P11139567A1440	PI 3-kinase	5295	97	108
P11139567A1440	ARNO	9266	28	32
P11139567A1440	phosphatidylinositol 3-kinase	5295	66	95
P11139605A0811	Sp1	6667	213	216
P11143384A0267	Talk	659	4	8
P11145562A0000	IGF-IR	3480	74	80
P11145563A0202	StAR	6770	31	35
P11145571A0788	STAT1	6772	32	37
P11145590A0217	TGF-beta1	7040	137	146
P11145590A0217	thyroglobulin	7038	73	86
P11145590A0217	TGF-beta1	7040	53	62
P11145717A0936	TPO	7173	55	58
P11145743A0170	thyroid transcription factor 1	7080	85	115
P11145743A0170	TTF-1	7080	117	122
P11145743A0170	Pax-8	7849	168	173
P11145813A0668	T11	914	90	93
P11145887A1393	c-Jun	3725	96	101
P11145887A1393	c-Fos	2353	113	118
P11145887A1393	JunB	3726	103	107
P11145887A1393	Tax	6900	192	195
P11145887A1393	AP-1	3725	39	43
P11145887A1393	JunD	3727	68	72
P11145887A1393	Fra-2	2355	80	85
P11145955A0189	ERalpha	2099	58	65
P11145955A0189	transforming growth factor alpha	7124	260	292
P11145955A0189	TGF-alpha	7039	294	303
P11145955A0189	estrogen receptor alpha	2099	33	56
P11149472A1257	NMP4	171018	14	18
P11149472A1257	CIZ	171018	19	22
P11149472A1257	NP	308565	11	13
P11150315A0226	EGF	1950	117	120
P11150315A0844	ERK	5594	40	43
P11150315A0844	EGF	1950	65	68
P11150315A1126	NGF	4803	-1	2
P11150315A1126	EGF	1950	12	15
P11150315A1126	Fra-2	2355	75	80
P11152283A0223	NGF	310738	126	129
P11152283A0223	NGF	310738	32	35
P11152451A1580	TGF-beta	7040	52	60
P11152451A1580	TGF-beta	7040	253	261
P11155096A0222	TPO	7173	121	124
P11156618T0000	SCL	21349	40	43
